"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__lookupKey__c","nPortal__Context_Type__c","nFORCE__Is_Archived__c","nFORCE__Is_Questionnaire__c","nFORCE__Parent_Group__c","nFORCE__Screen__c","nPortal__Is_Portal_Enabled__c","nFORCE__Category__c","nFORCE__Layout__c","nFORCE__Answer_Context__c","Description_Custom__c","AutorabitExtId__c","nFORCE__Description__c"
"a2B2500000ATVUjEAP","00525000007aMsRAAU","","Ncino Deployment Test","2021-06-08T09:54:28.000Z","00525000007aMsRAAU","2021-06-16T19:01:05.000Z","00525000007aMsRAAU","","","","","","ncino-test-ncino","ncino-test-ncino-New","","false","false","","","false","","","","","",""
