"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nPortal__Is_Portal_Enabled__c","nFORCE__Orchestration_Step__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","nPortal__OA_Credit_Pull_Required__c","AutorabitExtId__c"
"a2D25000000zagBEAQ","00525000007aMsRAAU","","20524","2021-06-08T09:56:09.000Z","00525000007aMsRAAU","2021-06-08T09:56:09.000Z","00525000007aMsRAAU","","","","","","a2B2500000ATVUjEAP","false","1.0","a2E2500000221pUEAQ","a2E2500000221pUEAQ","42110454928036401","false","","false","false","false","false","false","","","","","","false",""
